invoiceid,date,product name,category,quantity,total revenue,customer id
INV11237,2024-03-03,Reusable Cotton Pads 20pk,Beauty & Health,1,11.48,CUST0190
INV11324,2024-03-03,Portable Charger 20000mAh,Electronics,3,86.25,CUST0288
INV10122,2024-03-04,Silicone Spatula Set 3pk,Home & Kitchen,3,32.85,CUST0038
INV10186,2024-03-04,Natural Face Moisturizer,Beauty & Health,1,19.73,CUST0257
INV10412,2024-03-04,Digital Kitchen Scale,Home & Kitchen,1,20.03,CUST0234
INV10708,2024-03-04,Webcam 1080p HD,Electronics,4,256.68,CUST0235
INV10907,2024-03-04,Desk Organizer Bamboo,Office Supplies,1,26.41,CUST0075
INV10305,2024-03-05,Facial Sunscreen SPF50,Beauty & Health,1,17.97,CUST0169
INV11339,2024-03-05,Slim Fit Chinos,Clothing,2,107.48,CUST0160
INV11403,2024-03-05,Webcam 1080p HD,Electronics,1,64.98,CUST0247
INV11405,2024-03-05,Stapler Heavy Duty,Office Supplies,3,49.83,CUST0083
INV11687,2024-03-05,Reusable Cotton Pads 20pk,Beauty & Health,10,113.9,CUST0288
INV11760,2024-03-05,Essential Oil Diffuser,Beauty & Health,4,129.32,CUST0017
INV11852,2024-03-05,Reusable Cotton Pads 20pk,Beauty & Health,1,11.25,CUST0145
INV11916,2024-03-05,Natural Face Moisturizer,Beauty & Health,1,21.65,CUST0291
INV10147,2024-03-06,Running Socks 6pk,Clothing,1,16.24,CUST0066
INV10937,2024-03-06,Vitamin C Serum 30ml,Beauty & Health,3,75.54,CUST0029
INV11528,2024-03-06,A4 Printer Paper 500sh,Office Supplies,1,10.03,CUST0292
INV11725,2024-03-06,Bamboo Cutting Board,Home & Kitchen,1,20.04,CUST0058
INV10042,2024-03-07,Running Socks 6pk,Clothing,1,15.96,CUST0109
INV10320,2024-03-07,Mechanical Keyboard TKL,Electronics,1,93.73,CUST0162
INV11182,2024-03-07,USB-C Hub 7-in-1,Electronics,1,33.43,CUST0079
INV11359,2024-03-07,Natural Face Moisturizer,Beauty & Health,1,19.59,CUST0056
INV11373,2024-03-07,Mechanical Keyboard TKL,Electronics,2,192.14,CUST0083
INV11425,2024-03-07,Ballpoint Pens 50pk,Office Supplies,4,48.0,CUST0188
INV11793,2024-03-07,Wool Beanie Hat,Clothing,1,19.32,CUST0095
INV10573,2024-03-08,Zip-Up Fleece Jacket,Clothing,1,76.23,CUST0177
INV10799,2024-03-08,A4 Printer Paper 500sh,Office Supplies,1,10.31,CUST0256
INV10040,2024-03-09,Smart Plug WiFi,Electronics,1,20.54,CUST0196
INV10478,2024-03-09,Glass Storage Containers 5pk,Home & Kitchen,1,27.76,CUST0130
INV10567,2024-03-09,Silicone Spatula Set 3pk,Home & Kitchen,1,9.76,CUST0123
INV11007,2024-03-09,Silicone Spatula Set 3pk,Home & Kitchen,1,10.84,CUST0175
INV10306,2024-03-10,Bluetooth Speaker Mini,Electronics,2,73.86,CUST0151
INV10428,2024-03-10,Wool Beanie Hat,Clothing,1,19.02,CUST0292
INV10539,2024-03-10,Mechanical Keyboard TKL,Electronics,1,97.27,CUST0120
INV10977,2024-03-10,Sticky Notes Pack 12,Office Supplies,1,9.65,CUST0091
INV11027,2024-03-10,Stainless Steel Water Bottle,Home & Kitchen,1,21.1,CUST0129
INV11090,2024-03-10,Canvas Sneakers,Clothing,1,65.09,CUST0106
INV11128,2024-03-10,USB-C Hub 7-in-1,Electronics,1,35.18,CUST0138
INV11193,2024-03-10,Wireless Earbuds Pro,Electronics,3,155.73,CUST0061
INV11583,2024-03-10,Wool Beanie Hat,Clothing,1,18.18,CUST0268
INV11959,2024-03-10,Natural Face Moisturizer,Beauty & Health,2,39.64,CUST0143
INV10043,2024-03-11,Wool Beanie Hat,Clothing,1,18.42,CUST0210
INV10461,2024-03-11,Silicone Spatula Set 3pk,Home & Kitchen,2,20.82,CUST0018
INV10465,2024-03-11,Scissors Stainless Steel,Office Supplies,1,6.74,CUST0288
INV11480,2024-03-11,Hooded Sweatshirt,Clothing,1,46.65,CUST0027
INV11485,2024-03-11,Whiteboard Markers 8pk,Office Supplies,5,52.5,CUST0067
INV11931,2024-03-11,Silicone Spatula Set 3pk,Home & Kitchen,1,10.23,CUST0175
INV10104,2024-03-12,Lip Balm SPF15 3pk,Beauty & Health,1,7.55,CUST0160
INV10111,2024-03-12,Sport Shorts,Clothing,10,248.0,CUST0076
INV10139,2024-03-12,Essential Oil Diffuser,Beauty & Health,1,31.89,CUST0207
INV10944,2024-03-12,Canvas Sneakers,Clothing,2,118.5,CUST0094
INV11362,2024-03-12,File Folders 100pk,Office Supplies,3,58.02,CUST0166
INV11450,2024-03-12,Whiteboard Markers 8pk,Office Supplies,1,11.86,CUST0125
INV11489,2024-03-12,Wool Beanie Hat,Clothing,2,35.66,CUST0085
INV11823,2024-03-12,Non-Stick Frying Pan 28cm,Home & Kitchen,1,33.87,CUST0176
INV11912,2024-03-12,Stainless Steel Water Bottle,Home & Kitchen,1,21.52,CUST0295
INV10298,2024-03-13,File Folders 100pk,Office Supplies,3,53.19,CUST0273
INV10333,2024-03-13,Lip Balm SPF15 3pk,Beauty & Health,3,22.23,CUST0203
INV10737,2024-03-13,Stainless Steel Water Bottle,Home & Kitchen,1,23.64,CUST0246
INV11567,2024-03-13,Classic Cotton T-Shirt,Clothing,1,19.09,CUST0120
INV11934,2024-03-13,USB-C Hub 7-in-1,Electronics,1,33.71,CUST0299
INV11936,2024-03-13,Whiteboard Markers 8pk,Office Supplies,3,37.23,CUST0047
INV11945,2024-03-13,LED Desk Lamp Smart,Electronics,1,48.33,CUST0003
INV11974,2024-03-13,Wireless Earbuds Pro,Electronics,1,54.36,CUST0169
INV10021,2024-03-14,Wireless Earbuds Pro,Electronics,1,54.58,CUST0059
INV10196,2024-03-14,Hooded Sweatshirt,Clothing,1,44.49,CUST0089
INV11011,2024-03-14,Portable Charger 20000mAh,Electronics,1,30.64,CUST0295
INV11411,2024-03-14,Sticky Notes Pack 12,Office Supplies,1,8.33,CUST0241
INV10752,2024-03-15,French Press Coffee Maker,Home & Kitchen,1,27.64,CUST0141
INV11081,2024-03-15,Bamboo Cutting Board,Home & Kitchen,1,22.37,CUST0135
INV11312,2024-03-15,Whiteboard Markers 8pk,Office Supplies,1,10.61,CUST0093
INV11734,2024-03-15,Sport Shorts,Clothing,1,25.14,CUST0008
INV11954,2024-03-15,LED Desk Lamp Smart,Electronics,1,42.13,CUST0196
INV10966,2024-03-16,Facial Sunscreen SPF50,Beauty & Health,1,15.9,CUST0111
INV10997,2024-03-16,A4 Printer Paper 500sh,Office Supplies,2,21.5,CUST0113
INV11320,2024-03-16,Digital Kitchen Scale,Home & Kitchen,5,94.6,CUST0276
INV11591,2024-03-16,Natural Face Moisturizer,Beauty & Health,1,19.17,CUST0039
INV11763,2024-03-16,Wool Beanie Hat,Clothing,3,51.27,CUST0191
INV11921,2024-03-16,Vitamin C Serum 30ml,Beauty & Health,1,26.46,CUST0087
INV10137,2024-03-17,Smart Plug WiFi,Electronics,1,20.78,CUST0185
INV10458,2024-03-17,Facial Sunscreen SPF50,Beauty & Health,1,15.91,CUST0204
INV10495,2024-03-17,Facial Sunscreen SPF50,Beauty & Health,2,35.54,CUST0277
INV10784,2024-03-17,Smart Plug WiFi,Electronics,2,38.94,CUST0101
INV11058,2024-03-17,Desk Organizer Bamboo,Office Supplies,1,24.0,CUST0216
INV11148,2024-03-17,Lip Balm SPF15 3pk,Beauty & Health,1,7.29,CUST0157
INV11227,2024-03-17,Lip Balm SPF15 3pk,Beauty & Health,5,43.1,CUST0299
INV11349,2024-03-17,Scissors Stainless Steel,Office Supplies,1,6.97,CUST0282
INV11518,2024-03-17,Bamboo Toothbrush 4pk,Beauty & Health,2,16.98,CUST0018
INV10066,2024-03-18,Ceramic Coffee Mug,Home & Kitchen,1,11.95,CUST0206
INV10531,2024-03-18,Desk Organizer Bamboo,Office Supplies,10,235.4,CUST0023
INV10899,2024-03-18,Silicone Spatula Set 3pk,Home & Kitchen,2,21.32,CUST0127
INV11421,2024-03-18,Reusable Cotton Pads 20pk,Beauty & Health,1,10.63,CUST0132
INV10134,2024-03-19,Lip Balm SPF15 3pk,Beauty & Health,3,23.43,CUST0179
INV10200,2024-03-19,Natural Face Moisturizer,Beauty & Health,3,55.11,CUST0261
INV10235,2024-03-19,Stainless Steel Water Bottle,Home & Kitchen,2,41.5,CUST0042
INV10438,2024-03-19,Hooded Sweatshirt,Clothing,3,142.53,CUST0070
INV10670,2024-03-19,Silicone Spatula Set 3pk,Home & Kitchen,1,9.28,CUST0120
INV11135,2024-03-19,LED Desk Lamp Smart,Electronics,1,45.12,CUST0122
INV10110,2024-03-20,Mechanical Keyboard TKL,Electronics,2,174.1,CUST0100
INV10409,2024-03-20,Bluetooth Speaker Mini,Electronics,1,36.99,CUST0218
INV10446,2024-03-20,USB-C Hub 7-in-1,Electronics,4,141.64,CUST0061
INV10637,2024-03-20,Vitamin C Serum 30ml,Beauty & Health,1,26.67,CUST0138
INV10890,2024-03-20,Stapler Heavy Duty,Office Supplies,1,18.6,CUST0027
INV10190,2024-03-21,Slim Fit Chinos,Clothing,1,46.25,CUST0286
INV10402,2024-03-21,Bamboo Cutting Board,Home & Kitchen,1,21.36,CUST0043
INV10674,2024-03-21,Silicone Spatula Set 3pk,Home & Kitchen,2,19.08,CUST0013
INV10689,2024-03-21,Scissors Stainless Steel,Office Supplies,2,15.68,CUST0292
INV10860,2024-03-21,Vitamin C Serum 30ml,Beauty & Health,1,26.69,CUST0139
INV11423,2024-03-21,Sport Shorts,Clothing,2,46.4,CUST0174
INV10077,2024-03-22,Reusable Cotton Pads 20pk,Beauty & Health,2,23.7,CUST0154
INV10078,2024-03-22,Zip-Up Fleece Jacket,Clothing,1,76.95,CUST0276
INV10705,2024-03-22,Glass Storage Containers 5pk,Home & Kitchen,1,29.56,CUST0026
INV10925,2024-03-22,Ceramic Coffee Mug,Home & Kitchen,1,13.67,CUST0183
INV11033,2024-03-22,Classic Cotton T-Shirt,Clothing,3,60.0,CUST0143
INV11475,2024-03-22,Canvas Sneakers,Clothing,1,54.67,CUST0283
INV11736,2024-03-22,Sticky Notes Pack 12,Office Supplies,1,8.79,CUST0182
INV10824,2024-03-23,Reusable Cotton Pads 20pk,Beauty & Health,1,10.83,CUST0119
INV10849,2024-03-23,Ballpoint Pens 50pk,Office Supplies,1,13.57,CUST0145
INV10945,2024-03-23,Natural Face Moisturizer,Beauty & Health,1,20.98,CUST0171
INV10952,2024-03-23,Slim Fit Chinos,Clothing,1,48.23,CUST0220
INV11056,2024-03-23,USB-C Hub 7-in-1,Electronics,3,111.3,CUST0178
INV11382,2024-03-23,Desk Organizer Bamboo,Office Supplies,1,25.99,CUST0160
INV11709,2024-03-23,Desk Organizer Bamboo,Office Supplies,3,74.13,CUST0248
INV11991,2024-03-23,USB-C Hub 7-in-1,Electronics,1,32.45,CUST0228
INV10213,2024-03-24,Vitamin C Serum 30ml,Beauty & Health,1,24.08,CUST0157
INV10377,2024-03-24,Hooded Sweatshirt,Clothing,3,135.3,CUST0225
INV10521,2024-03-24,Lip Balm SPF15 3pk,Beauty & Health,1,8.49,CUST0162
INV11025,2024-03-24,Stainless Steel Water Bottle,Home & Kitchen,5,117.75,CUST0031
INV11854,2024-03-24,Stapler Heavy Duty,Office Supplies,2,31.86,CUST0036
INV10281,2024-03-25,Lip Balm SPF15 3pk,Beauty & Health,1,7.62,CUST0180
INV10984,2024-03-25,Reusable Cotton Pads 20pk,Beauty & Health,1,12.05,CUST0189
INV10287,2024-03-26,Smart Plug WiFi,Electronics,2,41.36,CUST0143
INV10881,2024-03-26,Reusable Cotton Pads 20pk,Beauty & Health,1,10.35,CUST0072
INV11050,2024-03-26,Zip-Up Fleece Jacket,Clothing,1,79.83,CUST0062
INV11509,2024-03-26,Glass Storage Containers 5pk,Home & Kitchen,1,29.27,CUST0101
INV11537,2024-03-26,French Press Coffee Maker,Home & Kitchen,1,31.52,CUST0110
INV11752,2024-03-26,Essential Oil Diffuser,Beauty & Health,2,66.86,CUST0221
INV11904,2024-03-26,USB-C Hub 7-in-1,Electronics,2,71.86,CUST0190
INV10218,2024-03-27,Mechanical Keyboard TKL,Electronics,3,266.43,CUST0039
INV10388,2024-03-27,Non-Stick Frying Pan 28cm,Home & Kitchen,1,38.42,CUST0067
INV10466,2024-03-27,Smart Plug WiFi,Electronics,1,21.0,CUST0242
INV11965,2024-03-27,Webcam 1080p HD,Electronics,1,63.57,CUST0281
INV10229,2024-03-28,Facial Sunscreen SPF50,Beauty & Health,2,36.98,CUST0130
INV11228,2024-03-28,Stainless Steel Water Bottle,Home & Kitchen,1,23.09,CUST0232
INV11270,2024-03-28,Stapler Heavy Duty,Office Supplies,2,34.44,CUST0189
INV11328,2024-03-28,Mechanical Keyboard TKL,Electronics,1,95.62,CUST0194
INV11619,2024-03-28,Glass Storage Containers 5pk,Home & Kitchen,5,141.0,CUST0299
INV11029,2024-03-29,Stainless Steel Water Bottle,Home & Kitchen,1,22.16,CUST0211
INV11173,2024-03-29,Stapler Heavy Duty,Office Supplies,4,61.8,CUST0238
INV11832,2024-03-29,Smart Plug WiFi,Electronics,1,18.52,CUST0155
INV11845,2024-03-29,Glass Storage Containers 5pk,Home & Kitchen,1,27.77,CUST0121
INV10023,2024-03-30,Slim Fit Chinos,Clothing,1,52.97,CUST0236
INV10504,2024-03-30,Vitamin C Serum 30ml,Beauty & Health,1,25.01,CUST0266
INV11621,2024-03-30,Sticky Notes Pack 12,Office Supplies,1,8.11,CUST0066
INV10318,2024-03-31,Non-Stick Frying Pan 28cm,Home & Kitchen,1,34.76,CUST0143
INV10862,2024-03-31,Facial Sunscreen SPF50,Beauty & Health,2,33.42,CUST0052
INV11443,2024-03-31,Sticky Notes Pack 12,Office Supplies,2,19.62,CUST0209
INV11602,2024-03-31,Reusable Cotton Pads 20pk,Beauty & Health,2,22.3,CUST0210
INV10257,2024-04-01,Lip Balm SPF15 3pk,Beauty & Health,1,8.37,CUST0276
INV10436,2024-04-01,Slim Fit Chinos,Clothing,3,152.52,CUST0256
INV10538,2024-04-01,A4 Printer Paper 500sh,Office Supplies,3,27.45,CUST0213
INV10558,2024-04-01,Bluetooth Speaker Mini,Electronics,3,125.76,CUST0006
INV10687,2024-04-01,Running Socks 6pk,Clothing,1,15.64,CUST0206
INV10696,2024-04-01,Classic Cotton T-Shirt,Clothing,10,217.5,CUST0275
INV10732,2024-04-01,Canvas Sneakers,Clothing,10,551.5,CUST0162
INV11265,2024-04-01,Stainless Steel Water Bottle,Home & Kitchen,1,21.47,CUST0197
INV11344,2024-04-01,USB-C Hub 7-in-1,Electronics,1,32.98,CUST0216
INV11388,2024-04-01,Classic Cotton T-Shirt,Clothing,2,37.38,CUST0294
INV11420,2024-04-01,Facial Sunscreen SPF50,Beauty & Health,1,16.08,CUST0116
INV11527,2024-04-01,A4 Printer Paper 500sh,Office Supplies,5,49.3,CUST0207
INV11882,2024-04-01,Non-Stick Frying Pan 28cm,Home & Kitchen,1,33.92,CUST0166
INV10045,2024-04-02,Bamboo Cutting Board,Home & Kitchen,3,69.84,CUST0123
INV10088,2024-04-02,Lip Balm SPF15 3pk,Beauty & Health,2,16.52,CUST0051
INV10313,2024-04-02,Silicone Spatula Set 3pk,Home & Kitchen,3,31.47,CUST0064
INV10680,2024-04-02,Ceramic Coffee Mug,Home & Kitchen,1,12.15,CUST0170
INV10762,2024-04-02,Natural Face Moisturizer,Beauty & Health,2,41.54,CUST0144
INV11274,2024-04-02,Running Socks 6pk,Clothing,1,14.26,CUST0204
INV10511,2024-04-03,Wool Beanie Hat,Clothing,1,19.66,CUST0112
INV10841,2024-04-03,Portable Charger 20000mAh,Electronics,1,27.04,CUST0267
INV11035,2024-04-03,Ballpoint Pens 50pk,Office Supplies,3,37.56,CUST0114
INV11808,2024-04-03,File Folders 100pk,Office Supplies,2,34.48,CUST0137
INV11860,2024-04-03,Lip Balm SPF15 3pk,Beauty & Health,1,8.79,CUST0022
INV11988,2024-04-03,Stainless Steel Water Bottle,Home & Kitchen,1,20.93,CUST0296
INV10397,2024-04-04,Scissors Stainless Steel,Office Supplies,2,13.66,CUST0139
INV11017,2024-04-04,Bamboo Toothbrush 4pk,Beauty & Health,1,9.65,CUST0141
INV11073,2024-04-04,Mechanical Keyboard TKL,Electronics,2,167.78,CUST0143
INV11097,2024-04-04,Bluetooth Speaker Mini,Electronics,1,40.94,CUST0149
INV11953,2024-04-04,Essential Oil Diffuser,Beauty & Health,5,168.4,CUST0102
INV10639,2024-04-05,LED Desk Lamp Smart,Electronics,1,47.92,CUST0049
INV11380,2024-04-05,Ballpoint Pens 50pk,Office Supplies,1,13.33,CUST0228
INV11613,2024-04-05,Whiteboard Markers 8pk,Office Supplies,1,10.9,CUST0087
INV10034,2024-04-06,Essential Oil Diffuser,Beauty & Health,2,64.18,CUST0286
INV10132,2024-04-06,Classic Cotton T-Shirt,Clothing,4,84.6,CUST0035
INV10227,2024-04-06,Sticky Notes Pack 12,Office Supplies,1,9.41,CUST0190
INV11218,2024-04-06,Vitamin C Serum 30ml,Beauty & Health,1,22.79,CUST0250
INV11986,2024-04-06,Desk Organizer Bamboo,Office Supplies,3,69.81,CUST0088
INV10225,2024-04-07,Sticky Notes Pack 12,Office Supplies,2,17.68,CUST0191
INV10549,2024-04-07,Portable Charger 20000mAh,Electronics,1,32.31,CUST0073
INV10463,2024-04-08,Natural Face Moisturizer,Beauty & Health,1,21.63,CUST0143
INV10500,2024-04-08,Lip Balm SPF15 3pk,Beauty & Health,2,15.64,CUST0214
INV10606,2024-04-08,Wireless Earbuds Pro,Electronics,2,105.92,CUST0294
INV11833,2024-04-08,Whiteboard Markers 8pk,Office Supplies,1,10.69,CUST0129
INV11961,2024-04-08,Whiteboard Markers 8pk,Office Supplies,1,12.0,CUST0214
INV10392,2024-04-09,Wireless Earbuds Pro,Electronics,5,226.0,CUST0025
INV10809,2024-04-09,Slim Fit Chinos,Clothing,2,95.22,CUST0101
INV10812,2024-04-09,Stainless Steel Water Bottle,Home & Kitchen,1,22.02,CUST0006
INV10955,2024-04-09,Ceramic Coffee Mug,Home & Kitchen,1,13.98,CUST0157
INV11592,2024-04-09,Lip Balm SPF15 3pk,Beauty & Health,2,15.56,CUST0019
INV11733,2024-04-09,Running Socks 6pk,Clothing,2,32.02,CUST0277
INV10314,2024-04-10,Running Socks 6pk,Clothing,1,14.64,CUST0070
INV11647,2024-04-10,Scissors Stainless Steel,Office Supplies,5,39.25,CUST0158
INV10918,2024-04-11,Wireless Earbuds Pro,Electronics,1,51.81,CUST0300
INV11286,2024-04-11,Wool Beanie Hat,Clothing,2,39.34,CUST0286
INV11346,2024-04-11,Ceramic Coffee Mug,Home & Kitchen,3,42.3,CUST0092
INV11471,2024-04-11,USB-C Hub 7-in-1,Electronics,2,70.76,CUST0285
INV11474,2024-04-11,Running Socks 6pk,Clothing,2,31.14,CUST0221
INV11905,2024-04-11,Portable Charger 20000mAh,Electronics,1,28.06,CUST0294
INV10001,2024-04-12,Essential Oil Diffuser,Beauty & Health,2,66.5,CUST0168
INV11188,2024-04-12,French Press Coffee Maker,Home & Kitchen,2,55.6,CUST0046
INV11236,2024-04-12,Reusable Cotton Pads 20pk,Beauty & Health,1,12.27,CUST0078
INV11290,2024-04-12,Sticky Notes Pack 12,Office Supplies,2,19.22,CUST0292
INV11365,2024-04-12,Stainless Steel Water Bottle,Home & Kitchen,1,21.27,CUST0154
INV11422,2024-04-12,Digital Kitchen Scale,Home & Kitchen,1,18.77,CUST0045
INV11614,2024-04-12,Natural Face Moisturizer,Beauty & Health,1,18.26,CUST0062
INV10041,2024-04-13,Zip-Up Fleece Jacket,Clothing,1,82.01,CUST0117
INV10168,2024-04-13,Scissors Stainless Steel,Office Supplies,1,8.1,CUST0168
INV10726,2024-04-13,Portable Charger 20000mAh,Electronics,2,58.04,CUST0287
INV10895,2024-04-13,A4 Printer Paper 500sh,Office Supplies,1,10.14,CUST0290
INV11296,2024-04-13,Classic Cotton T-Shirt,Clothing,1,21.4,CUST0160
INV11300,2024-04-13,Wool Beanie Hat,Clothing,1,17.66,CUST0026
INV11665,2024-04-13,Canvas Sneakers,Clothing,1,61.48,CUST0081
INV11902,2024-04-13,Running Socks 6pk,Clothing,1,15.94,CUST0166
INV10445,2024-04-14,Stainless Steel Water Bottle,Home & Kitchen,1,24.62,CUST0225
INV10484,2024-04-14,Stapler Heavy Duty,Office Supplies,1,16.14,CUST0171
INV10653,2024-04-14,Hooded Sweatshirt,Clothing,1,48.93,CUST0195
INV11092,2024-04-14,File Folders 100pk,Office Supplies,1,19.64,CUST0013
INV11180,2024-04-14,Running Socks 6pk,Clothing,1,14.81,CUST0153
INV11748,2024-04-14,Lip Balm SPF15 3pk,Beauty & Health,3,25.35,CUST0230
INV11825,2024-04-14,Ceramic Coffee Mug,Home & Kitchen,1,13.96,CUST0059
INV10322,2024-04-15,USB-C Hub 7-in-1,Electronics,1,34.39,CUST0098
INV10332,2024-04-15,Canvas Sneakers,Clothing,2,111.56,CUST0278
INV10469,2024-04-15,Stapler Heavy Duty,Office Supplies,3,51.69,CUST0167
INV10560,2024-04-15,Vitamin C Serum 30ml,Beauty & Health,1,25.49,CUST0094
INV10591,2024-04-15,Bamboo Cutting Board,Home & Kitchen,1,22.55,CUST0182
INV10635,2024-04-15,Vitamin C Serum 30ml,Beauty & Health,2,52.62,CUST0274
INV10640,2024-04-15,Wool Beanie Hat,Clothing,1,16.95,CUST0070
INV10728,2024-04-15,File Folders 100pk,Office Supplies,1,19.33,CUST0114
INV11172,2024-04-15,Essential Oil Diffuser,Beauty & Health,2,60.02,CUST0300
INV11363,2024-04-15,Sport Shorts,Clothing,1,25.23,CUST0267
INV11532,2024-04-15,Vitamin D3 Supplements,Beauty & Health,1,15.39,CUST0159
INV11538,2024-04-15,A4 Printer Paper 500sh,Office Supplies,2,21.56,CUST0174
INV10706,2024-04-16,Bamboo Toothbrush 4pk,Beauty & Health,3,29.31,CUST0115
INV11144,2024-04-16,Webcam 1080p HD,Electronics,2,129.04,CUST0152
INV11821,2024-04-16,Digital Kitchen Scale,Home & Kitchen,1,19.02,CUST0105
INV10048,2024-04-17,Vitamin C Serum 30ml,Beauty & Health,4,102.44,CUST0298
INV10523,2024-04-17,Running Socks 6pk,Clothing,3,46.5,CUST0276
INV10644,2024-04-17,Stapler Heavy Duty,Office Supplies,1,17.36,CUST0050
INV10901,2024-04-17,Zip-Up Fleece Jacket,Clothing,1,74.83,CUST0258
INV10951,2024-04-17,Facial Sunscreen SPF50,Beauty & Health,1,18.1,CUST0213
INV11654,2024-04-17,Scissors Stainless Steel,Office Supplies,5,36.25,CUST0096
INV11467,2024-04-18,USB-C Hub 7-in-1,Electronics,1,37.44,CUST0081
INV11999,2024-04-18,Ballpoint Pens 50pk,Office Supplies,1,12.27,CUST0179
INV10083,2024-04-19,Stapler Heavy Duty,Office Supplies,1,18.66,CUST0043
INV10928,2024-04-19,Vitamin D3 Supplements,Beauty & Health,1,13.8,CUST0169
INV11843,2024-04-19,Wireless Earbuds Pro,Electronics,1,51.36,CUST0216
INV10128,2024-04-20,Digital Kitchen Scale,Home & Kitchen,1,19.61,CUST0214
INV10958,2024-04-20,Bluetooth Speaker Mini,Electronics,3,122.82,CUST0223
INV11146,2024-04-20,Wireless Earbuds Pro,Electronics,2,107.68,CUST0133
INV11385,2024-04-20,Lip Balm SPF15 3pk,Beauty & Health,1,7.97,CUST0275
INV11697,2024-04-20,LED Desk Lamp Smart,Electronics,2,97.34,CUST0007
INV10164,2024-04-21,Smart Plug WiFi,Electronics,2,40.38,CUST0096
INV10279,2024-04-21,Reusable Cotton Pads 20pk,Beauty & Health,1,12.39,CUST0217
INV10620,2024-04-21,Vitamin D3 Supplements,Beauty & Health,2,27.0,CUST0108
INV10693,2024-04-21,Stainless Steel Water Bottle,Home & Kitchen,1,24.36,CUST0126
INV10885,2024-04-21,USB-C Hub 7-in-1,Electronics,2,73.96,CUST0041
INV11648,2024-04-21,Wool Beanie Hat,Clothing,1,19.02,CUST0157
INV10031,2024-04-23,Scissors Stainless Steel,Office Supplies,1,7.63,CUST0136
INV10795,2024-04-23,Sticky Notes Pack 12,Office Supplies,4,34.92,CUST0205
INV11224,2024-04-23,Hooded Sweatshirt,Clothing,1,49.11,CUST0295
INV11519,2024-04-23,Essential Oil Diffuser,Beauty & Health,1,35.06,CUST0220
INV11552,2024-04-23,Classic Cotton T-Shirt,Clothing,1,20.71,CUST0131
INV10783,2024-04-24,Running Socks 6pk,Clothing,1,15.75,CUST0074
INV10938,2024-04-24,Webcam 1080p HD,Electronics,1,65.18,CUST0175
INV11444,2024-04-24,French Press Coffee Maker,Home & Kitchen,1,29.29,CUST0046
INV11715,2024-04-24,Non-Stick Frying Pan 28cm,Home & Kitchen,1,37.12,CUST0082
INV11844,2024-04-24,Desk Organizer Bamboo,Office Supplies,5,135.0,CUST0226
INV10127,2024-04-25,Smart Plug WiFi,Electronics,3,62.61,CUST0059
INV10532,2024-04-25,French Press Coffee Maker,Home & Kitchen,1,28.45,CUST0108
INV10652,2024-04-25,Digital Kitchen Scale,Home & Kitchen,2,34.76,CUST0248
INV10730,2024-04-25,Portable Charger 20000mAh,Electronics,5,146.9,CUST0106
INV10735,2024-04-25,Non-Stick Frying Pan 28cm,Home & Kitchen,1,36.37,CUST0285
INV10990,2024-04-25,Desk Organizer Bamboo,Office Supplies,1,25.34,CUST0262
INV11323,2024-04-25,File Folders 100pk,Office Supplies,3,58.26,CUST0269
INV11437,2024-04-25,Digital Kitchen Scale,Home & Kitchen,1,17.75,CUST0291
INV10009,2024-04-26,Essential Oil Diffuser,Beauty & Health,2,62.44,CUST0005
INV10069,2024-04-26,Vitamin C Serum 30ml,Beauty & Health,4,93.2,CUST0136
INV10183,2024-04-26,Non-Stick Frying Pan 28cm,Home & Kitchen,4,150.68,CUST0170
INV10231,2024-04-26,Bamboo Cutting Board,Home & Kitchen,1,19.8,CUST0097
INV10408,2024-04-26,Bluetooth Speaker Mini,Electronics,1,39.79,CUST0076
INV10505,2024-04-26,LED Desk Lamp Smart,Electronics,1,45.15,CUST0294
INV10979,2024-04-26,Whiteboard Markers 8pk,Office Supplies,5,60.2,CUST0237
INV11848,2024-04-26,Bamboo Cutting Board,Home & Kitchen,4,95.24,CUST0109
INV10576,2024-04-27,Bamboo Cutting Board,Home & Kitchen,1,21.99,CUST0062
INV11023,2024-04-27,French Press Coffee Maker,Home & Kitchen,1,30.69,CUST0102
INV11181,2024-04-27,Digital Kitchen Scale,Home & Kitchen,1,20.87,CUST0050
INV11877,2024-04-27,Sport Shorts,Clothing,1,26.91,CUST0043
INV10345,2024-04-28,LED Desk Lamp Smart,Electronics,2,85.82,CUST0231
INV11375,2024-04-28,Webcam 1080p HD,Electronics,1,58.97,CUST0205
INV11390,2024-04-28,USB-C Hub 7-in-1,Electronics,3,110.64,CUST0107
INV11391,2024-04-28,Classic Cotton T-Shirt,Clothing,1,19.17,CUST0246
INV11859,2024-04-28,Natural Face Moisturizer,Beauty & Health,2,43.7,CUST0046
INV11967,2024-04-28,Slim Fit Chinos,Clothing,3,152.85,CUST0209
INV10628,2024-04-29,Smart Plug WiFi,Electronics,1,19.06,CUST0189
INV10753,2024-04-29,Facial Sunscreen SPF50,Beauty & Health,1,16.5,CUST0267
INV11273,2024-04-29,Digital Kitchen Scale,Home & Kitchen,1,17.74,CUST0223
INV11686,2024-04-29,Vitamin C Serum 30ml,Beauty & Health,1,25.24,CUST0098
INV10716,2024-04-30,Webcam 1080p HD,Electronics,2,125.44,CUST0276
INV10833,2024-04-30,File Folders 100pk,Office Supplies,5,96.6,CUST0192
