invoiceid,date,product name,category,quantity,total revenue,customer id
INV12521,2023-07-10,Vitamin D3 Supplements,Beauty & Health,1,14.76,CUST0280
INV12764,2023-07-10,Vitamin D3 Supplements,Beauty & Health,1,13.21,CUST0031
INV11159,2023-07-11,Bamboo Cutting Board,Home & Kitchen,1,21.75,CUST0316
INV11919,2023-07-11,Reusable Cotton Pads 20pk,Beauty & Health,2,22.34,CUST0295
INV12328,2023-07-11,USB-C Hub 7-in-1,Electronics,4,131.56,CUST0009
INV14237,2023-07-11,Slim Fit Chinos,Clothing,2,109.16,CUST0127
INV13306,2023-07-12,Scissors Stainless Steel,Office Supplies,2,16.12,CUST0359
INV10536,2023-07-13,Silicone Spatula Set 3pk,Home & Kitchen,1,9.39,CUST0371
INV13248,2023-07-13,Silicone Spatula Set 3pk,Home & Kitchen,1,10.66,CUST0037
INV11323,2023-07-14,Stapler Heavy Duty,Office Supplies,1,17.34,CUST0264
INV12690,2023-07-14,Vitamin C Serum 30ml,Beauty & Health,1,26.46,CUST0351
INV13259,2023-07-14,LED Desk Lamp Smart,Electronics,1,44.03,CUST0162
INV10444,2023-07-15,Glass Storage Containers 5pk,Home & Kitchen,3,87.81,CUST0395
INV13209,2023-07-15,Facial Sunscreen SPF50,Beauty & Health,1,18.44,CUST0465
INV13327,2023-07-15,Bamboo Toothbrush 4pk,Beauty & Health,4,39.16,CUST0500
INV11633,2023-07-16,Ceramic Coffee Mug,Home & Kitchen,10,135.0,CUST0072
INV11795,2023-07-16,Vitamin C Serum 30ml,Beauty & Health,2,52.96,CUST0003
INV12397,2023-07-17,Facial Sunscreen SPF50,Beauty & Health,1,15.89,CUST0359
INV13034,2023-07-17,USB-C Hub 7-in-1,Electronics,1,33.44,CUST0211
INV13093,2023-07-17,Stapler Heavy Duty,Office Supplies,1,17.12,CUST0184
INV13177,2023-07-18,Hooded Sweatshirt,Clothing,2,89.42,CUST0098
INV13201,2023-07-18,Bluetooth Speaker Mini,Electronics,1,36.27,CUST0231
INV13420,2023-07-18,Scissors Stainless Steel,Office Supplies,1,6.76,CUST0156
INV14964,2023-07-18,A4 Printer Paper 500sh,Office Supplies,2,18.8,CUST0471
INV10136,2023-07-19,Whiteboard Markers 8pk,Office Supplies,1,10.64,CUST0192
INV10989,2023-07-19,Bluetooth Speaker Mini,Electronics,2,79.02,CUST0219
INV11371,2023-07-19,French Press Coffee Maker,Home & Kitchen,1,31.37,CUST0010
INV11630,2023-07-19,Slim Fit Chinos,Clothing,2,100.08,CUST0396
INV11818,2023-07-19,Glass Storage Containers 5pk,Home & Kitchen,2,57.68,CUST0003
INV13592,2023-07-19,Slim Fit Chinos,Clothing,10,497.8,CUST0037
INV14535,2023-07-19,Desk Organizer Bamboo,Office Supplies,1,22.5,CUST0259
INV10139,2023-07-20,Hooded Sweatshirt,Clothing,2,85.04,CUST0109
INV11154,2023-07-20,Bluetooth Speaker Mini,Electronics,4,152.56,CUST0459
INV13446,2023-07-20,Hooded Sweatshirt,Clothing,1,40.96,CUST0415
INV13557,2023-07-21,Digital Kitchen Scale,Home & Kitchen,2,34.24,CUST0111
INV14938,2023-07-21,Natural Face Moisturizer,Beauty & Health,2,36.8,CUST0288
INV12176,2023-07-22,Essential Oil Diffuser,Beauty & Health,3,92.37,CUST0426
INV12338,2023-07-22,Sport Shorts,Clothing,2,45.28,CUST0205
INV10029,2023-07-23,Stainless Steel Water Bottle,Home & Kitchen,5,117.25,CUST0310
INV10808,2023-07-23,Wireless Earbuds Pro,Electronics,5,229.45,CUST0326
INV11038,2023-07-23,File Folders 100pk,Office Supplies,3,53.16,CUST0239
INV11250,2023-07-23,Canvas Sneakers,Clothing,2,131.42,CUST0112
INV12020,2023-07-23,Zip-Up Fleece Jacket,Clothing,1,81.96,CUST0351
INV12921,2023-07-23,Canvas Sneakers,Clothing,2,123.92,CUST0315
INV10252,2023-07-24,Lip Balm SPF15 3pk,Beauty & Health,1,7.64,CUST0008
INV12205,2023-07-24,Bamboo Cutting Board,Home & Kitchen,3,70.74,CUST0321
INV12910,2023-07-24,Digital Kitchen Scale,Home & Kitchen,1,18.74,CUST0263
INV13044,2023-07-24,Digital Kitchen Scale,Home & Kitchen,2,39.82,CUST0320
INV13293,2023-07-24,Sport Shorts,Clothing,10,255.9,CUST0211
INV10505,2023-07-25,Wool Beanie Hat,Clothing,10,194.5,CUST0145
INV12591,2023-07-25,Hooded Sweatshirt,Clothing,2,98.4,CUST0080
INV13458,2023-07-25,Slim Fit Chinos,Clothing,1,52.77,CUST0169
INV13981,2023-07-25,Bamboo Cutting Board,Home & Kitchen,2,45.46,CUST0248
INV10704,2023-07-26,Vitamin D3 Supplements,Beauty & Health,1,14.7,CUST0233
INV11662,2023-07-26,Sticky Notes Pack 12,Office Supplies,1,8.49,CUST0407
INV11999,2023-07-26,Slim Fit Chinos,Clothing,1,45.49,CUST0478
INV14207,2023-07-26,Stainless Steel Water Bottle,Home & Kitchen,1,20.77,CUST0062
INV10368,2023-07-27,Digital Kitchen Scale,Home & Kitchen,1,20.03,CUST0108
INV11320,2023-07-27,Reusable Cotton Pads 20pk,Beauty & Health,1,11.42,CUST0139
INV11343,2023-07-27,Wireless Earbuds Pro,Electronics,3,147.84,CUST0156
INV11854,2023-07-27,Portable Charger 20000mAh,Electronics,1,30.53,CUST0380
INV12774,2023-07-27,Bluetooth Speaker Mini,Electronics,2,73.96,CUST0231
INV13920,2023-07-27,USB-C Hub 7-in-1,Electronics,2,63.44,CUST0499
INV10415,2023-07-28,Sport Shorts,Clothing,1,25.81,CUST0387
INV14478,2023-07-28,Desk Organizer Bamboo,Office Supplies,1,27.31,CUST0260
INV10423,2023-07-29,A4 Printer Paper 500sh,Office Supplies,1,10.51,CUST0346
INV11079,2023-07-29,Silicone Spatula Set 3pk,Home & Kitchen,1,9.38,CUST0099
INV12505,2023-07-29,Stapler Heavy Duty,Office Supplies,4,61.2,CUST0080
INV12772,2023-07-29,Lip Balm SPF15 3pk,Beauty & Health,1,7.58,CUST0491
INV14628,2023-07-29,Silicone Spatula Set 3pk,Home & Kitchen,1,9.32,CUST0467
INV14940,2023-07-29,Webcam 1080p HD,Electronics,1,54.94,CUST0363
INV11952,2023-07-30,A4 Printer Paper 500sh,Office Supplies,2,20.12,CUST0296
INV12078,2023-07-30,Portable Charger 20000mAh,Electronics,1,30.87,CUST0215
INV11638,2023-07-31,Bamboo Toothbrush 4pk,Beauty & Health,1,8.45,CUST0337
INV12758,2023-07-31,Zip-Up Fleece Jacket,Clothing,1,75.68,CUST0021
INV13208,2023-07-31,Glass Storage Containers 5pk,Home & Kitchen,2,50.48,CUST0327
INV10301,2023-08-01,Vitamin D3 Supplements,Beauty & Health,5,67.35,CUST0393
INV10401,2023-08-01,Wireless Earbuds Pro,Electronics,1,54.31,CUST0108
INV11961,2023-08-01,A4 Printer Paper 500sh,Office Supplies,1,10.88,CUST0027
INV12909,2023-08-01,Non-Stick Frying Pan 28cm,Home & Kitchen,1,35.68,CUST0115
INV13256,2023-08-01,Digital Kitchen Scale,Home & Kitchen,1,19.89,CUST0278
INV13307,2023-08-01,Mechanical Keyboard TKL,Electronics,1,84.84,CUST0258
INV14441,2023-08-01,Zip-Up Fleece Jacket,Clothing,1,76.75,CUST0104
INV11249,2023-08-02,Desk Organizer Bamboo,Office Supplies,1,26.08,CUST0183
INV11391,2023-08-02,Vitamin D3 Supplements,Beauty & Health,1,12.83,CUST0236
INV11814,2023-08-02,Bamboo Toothbrush 4pk,Beauty & Health,10,85.2,CUST0338
INV12303,2023-08-02,Silicone Spatula Set 3pk,Home & Kitchen,1,10.43,CUST0346
INV12937,2023-08-02,Hooded Sweatshirt,Clothing,1,42.88,CUST0356
INV14648,2023-08-02,Desk Organizer Bamboo,Office Supplies,1,26.78,CUST0164
INV14751,2023-08-02,Desk Organizer Bamboo,Office Supplies,1,23.02,CUST0251
INV14846,2023-08-02,Running Socks 6pk,Clothing,3,40.47,CUST0132
INV14856,2023-08-02,Mechanical Keyboard TKL,Electronics,1,96.95,CUST0277
INV10390,2023-08-03,Slim Fit Chinos,Clothing,4,193.48,CUST0075
INV11653,2023-08-03,A4 Printer Paper 500sh,Office Supplies,2,21.26,CUST0374
INV14800,2023-08-03,Bluetooth Speaker Mini,Electronics,1,36.21,CUST0466
INV14816,2023-08-04,Canvas Sneakers,Clothing,1,59.49,CUST0118
INV13590,2023-08-05,French Press Coffee Maker,Home & Kitchen,1,29.15,CUST0351
INV13612,2023-08-05,Silicone Spatula Set 3pk,Home & Kitchen,1,9.7,CUST0176
INV10636,2023-08-06,Bamboo Cutting Board,Home & Kitchen,3,62.34,CUST0322
INV11628,2023-08-06,A4 Printer Paper 500sh,Office Supplies,4,36.36,CUST0054
INV12217,2023-08-06,Bluetooth Speaker Mini,Electronics,1,36.4,CUST0249
INV12290,2023-08-06,Desk Organizer Bamboo,Office Supplies,1,26.3,CUST0341
INV10670,2023-08-07,Running Socks 6pk,Clothing,3,44.28,CUST0006
INV11693,2023-08-07,Natural Face Moisturizer,Beauty & Health,1,18.02,CUST0143
INV11909,2023-08-07,Wireless Earbuds Pro,Electronics,1,46.52,CUST0100
INV12293,2023-08-07,Non-Stick Frying Pan 28cm,Home & Kitchen,2,75.52,CUST0124
INV13610,2023-08-07,Canvas Sneakers,Clothing,4,216.32,CUST0100
INV13744,2023-08-07,Essential Oil Diffuser,Beauty & Health,2,62.54,CUST0085
INV14322,2023-08-07,Sport Shorts,Clothing,1,23.31,CUST0125
INV10575,2023-08-08,Mechanical Keyboard TKL,Electronics,2,196.94,CUST0171
INV11905,2023-08-08,Ballpoint Pens 50pk,Office Supplies,1,13.07,CUST0384
INV13247,2023-08-08,Silicone Spatula Set 3pk,Home & Kitchen,1,9.68,CUST0370
INV14881,2023-08-08,Classic Cotton T-Shirt,Clothing,1,18.17,CUST0435
INV11761,2023-08-09,Portable Charger 20000mAh,Electronics,3,85.95,CUST0178
INV12415,2023-08-09,Glass Storage Containers 5pk,Home & Kitchen,2,51.36,CUST0021
INV12518,2023-08-09,French Press Coffee Maker,Home & Kitchen,3,81.69,CUST0121
INV13670,2023-08-09,Digital Kitchen Scale,Home & Kitchen,2,40.84,CUST0022
INV14128,2023-08-09,Bluetooth Speaker Mini,Electronics,1,39.81,CUST0040
INV10647,2023-08-10,Vitamin D3 Supplements,Beauty & Health,1,15.06,CUST0324
INV11438,2023-08-10,Wireless Earbuds Pro,Electronics,1,48.69,CUST0440
INV13012,2023-08-10,Whiteboard Markers 8pk,Office Supplies,1,10.77,CUST0068
INV10105,2023-08-11,Scissors Stainless Steel,Office Supplies,1,7.52,CUST0149
INV10282,2023-08-11,Silicone Spatula Set 3pk,Home & Kitchen,1,9.98,CUST0109
INV11431,2023-08-11,Sport Shorts,Clothing,3,70.77,CUST0054
INV11487,2023-08-11,Digital Kitchen Scale,Home & Kitchen,1,17.17,CUST0036
INV11781,2023-08-11,Scissors Stainless Steel,Office Supplies,1,6.89,CUST0152
INV12268,2023-08-11,Stainless Steel Water Bottle,Home & Kitchen,1,21.45,CUST0092
INV14169,2023-08-11,Reusable Cotton Pads 20pk,Beauty & Health,2,25.26,CUST0225
INV14878,2023-08-11,Glass Storage Containers 5pk,Home & Kitchen,3,81.99,CUST0398
INV10387,2023-08-12,Digital Kitchen Scale,Home & Kitchen,1,18.55,CUST0498
INV10454,2023-08-12,Canvas Sneakers,Clothing,2,122.34,CUST0277
INV11808,2023-08-12,Wireless Earbuds Pro,Electronics,2,95.82,CUST0442
INV11860,2023-08-12,Smart Plug WiFi,Electronics,1,19.24,CUST0484
INV12816,2023-08-12,Mechanical Keyboard TKL,Electronics,1,87.63,CUST0276
INV13994,2023-08-12,Desk Organizer Bamboo,Office Supplies,3,75.03,CUST0172
INV14268,2023-08-12,USB-C Hub 7-in-1,Electronics,1,33.4,CUST0077
INV14719,2023-08-12,Non-Stick Frying Pan 28cm,Home & Kitchen,1,36.83,CUST0113
INV11145,2023-08-13,Silicone Spatula Set 3pk,Home & Kitchen,1,9.07,CUST0481
INV11479,2023-08-13,Wireless Earbuds Pro,Electronics,1,53.71,CUST0349
INV12120,2023-08-13,File Folders 100pk,Office Supplies,2,35.84,CUST0026
INV12996,2023-08-13,Whiteboard Markers 8pk,Office Supplies,1,11.98,CUST0191
INV13623,2023-08-13,Vitamin C Serum 30ml,Beauty & Health,5,136.6,CUST0475
INV11298,2023-08-14,Natural Face Moisturizer,Beauty & Health,1,21.91,CUST0190
INV12140,2023-08-14,Mechanical Keyboard TKL,Electronics,4,374.92,CUST0357
INV12171,2023-08-14,Bamboo Cutting Board,Home & Kitchen,3,62.7,CUST0227
INV13834,2023-08-14,Wireless Earbuds Pro,Electronics,1,47.8,CUST0359
INV14471,2023-08-14,Facial Sunscreen SPF50,Beauty & Health,1,17.82,CUST0338
INV10568,2023-08-15,Whiteboard Markers 8pk,Office Supplies,1,10.78,CUST0418
INV10887,2023-08-15,French Press Coffee Maker,Home & Kitchen,1,32.24,CUST0249
INV12403,2023-08-15,LED Desk Lamp Smart,Electronics,2,85.4,CUST0374
INV12412,2023-08-15,Smart Plug WiFi,Electronics,2,41.16,CUST0110
INV12564,2023-08-15,Essential Oil Diffuser,Beauty & Health,3,99.84,CUST0470
INV12672,2023-08-15,USB-C Hub 7-in-1,Electronics,3,107.76,CUST0113
INV14455,2023-08-15,Essential Oil Diffuser,Beauty & Health,4,136.2,CUST0203
INV11213,2023-08-16,Facial Sunscreen SPF50,Beauty & Health,2,34.86,CUST0299
INV11661,2023-08-16,LED Desk Lamp Smart,Electronics,1,46.28,CUST0014
INV11995,2023-08-16,Glass Storage Containers 5pk,Home & Kitchen,10,277.6,CUST0233
INV12627,2023-08-16,Vitamin C Serum 30ml,Beauty & Health,2,53.32,CUST0210
INV12820,2023-08-16,LED Desk Lamp Smart,Electronics,1,45.7,CUST0272
INV13972,2023-08-16,Ballpoint Pens 50pk,Office Supplies,1,12.88,CUST0038
INV10910,2023-08-17,Digital Kitchen Scale,Home & Kitchen,3,54.3,CUST0354
INV11426,2023-08-17,Webcam 1080p HD,Electronics,1,60.8,CUST0012
INV14137,2023-08-17,Essential Oil Diffuser,Beauty & Health,1,35.03,CUST0133
INV14990,2023-08-17,Vitamin D3 Supplements,Beauty & Health,1,12.76,CUST0111
INV11899,2023-08-18,Hooded Sweatshirt,Clothing,2,82.54,CUST0060
INV12175,2023-08-18,Zip-Up Fleece Jacket,Clothing,2,148.66,CUST0078
INV12803,2023-08-18,File Folders 100pk,Office Supplies,1,17.25,CUST0456
INV14713,2023-08-18,Vitamin C Serum 30ml,Beauty & Health,10,258.3,CUST0179
INV11229,2023-08-19,Natural Face Moisturizer,Beauty & Health,1,18.57,CUST0481
INV11529,2023-08-19,Vitamin C Serum 30ml,Beauty & Health,1,24.87,CUST0092
INV12046,2023-08-19,Vitamin D3 Supplements,Beauty & Health,3,44.7,CUST0252
INV12478,2023-08-19,Sport Shorts,Clothing,1,25.41,CUST0111
INV13542,2023-08-19,Ceramic Coffee Mug,Home & Kitchen,4,54.12,CUST0295
INV14497,2023-08-19,Whiteboard Markers 8pk,Office Supplies,4,47.72,CUST0227
INV10943,2023-08-20,Zip-Up Fleece Jacket,Clothing,4,318.52,CUST0404
INV11133,2023-08-20,Running Socks 6pk,Clothing,1,14.05,CUST0455
INV11688,2023-08-20,Mechanical Keyboard TKL,Electronics,2,183.3,CUST0208
INV10148,2023-08-21,Running Socks 6pk,Clothing,1,15.09,CUST0217
INV13060,2023-08-21,Bamboo Toothbrush 4pk,Beauty & Health,1,8.33,CUST0404
INV14115,2023-08-21,File Folders 100pk,Office Supplies,3,52.35,CUST0063
INV14193,2023-08-21,Canvas Sneakers,Clothing,3,172.02,CUST0189
INV10255,2023-08-22,Ballpoint Pens 50pk,Office Supplies,5,64.5,CUST0310
INV10492,2023-08-22,Glass Storage Containers 5pk,Home & Kitchen,2,50.44,CUST0103
INV10876,2023-08-22,Ballpoint Pens 50pk,Office Supplies,2,26.54,CUST0060
INV11211,2023-08-22,Essential Oil Diffuser,Beauty & Health,2,65.6,CUST0292
INV11223,2023-08-22,Wool Beanie Hat,Clothing,1,18.04,CUST0215
INV14534,2023-08-22,French Press Coffee Maker,Home & Kitchen,3,89.28,CUST0206
INV11329,2023-08-23,File Folders 100pk,Office Supplies,2,36.56,CUST0135
INV11684,2023-08-23,Glass Storage Containers 5pk,Home & Kitchen,3,90.09,CUST0356
INV12030,2023-08-23,Silicone Spatula Set 3pk,Home & Kitchen,1,10.74,CUST0222
INV12747,2023-08-23,Digital Kitchen Scale,Home & Kitchen,1,18.6,CUST0288
INV10436,2023-08-24,Stapler Heavy Duty,Office Supplies,2,30.76,CUST0118
INV11916,2023-08-24,File Folders 100pk,Office Supplies,3,57.93,CUST0263
INV13362,2023-08-24,Wool Beanie Hat,Clothing,2,34.1,CUST0185
INV13596,2023-08-24,Silicone Spatula Set 3pk,Home & Kitchen,1,10.73,CUST0203
INV14122,2023-08-24,Reusable Cotton Pads 20pk,Beauty & Health,2,23.28,CUST0279
INV10086,2023-08-25,Classic Cotton T-Shirt,Clothing,2,39.96,CUST0200
INV11055,2023-08-25,Stapler Heavy Duty,Office Supplies,1,17.45,CUST0048
INV14413,2023-08-25,Vitamin D3 Supplements,Beauty & Health,3,41.28,CUST0294
INV13985,2023-08-26,Webcam 1080p HD,Electronics,2,122.1,CUST0030
INV13585,2023-08-27,Vitamin D3 Supplements,Beauty & Health,3,38.07,CUST0264
INV13924,2023-08-27,Smart Plug WiFi,Electronics,1,20.72,CUST0123
INV10288,2023-08-28,Classic Cotton T-Shirt,Clothing,1,20.94,CUST0438
INV11913,2023-08-28,Glass Storage Containers 5pk,Home & Kitchen,5,150.75,CUST0241
INV12036,2023-08-29,Facial Sunscreen SPF50,Beauty & Health,1,18.36,CUST0480
INV13140,2023-08-29,Scissors Stainless Steel,Office Supplies,2,15.52,CUST0420
INV10338,2023-08-30,Ballpoint Pens 50pk,Office Supplies,2,23.6,CUST0491
INV11840,2023-08-30,Facial Sunscreen SPF50,Beauty & Health,1,18.19,CUST0477
INV14575,2023-08-30,Bamboo Toothbrush 4pk,Beauty & Health,2,16.18,CUST0071
INV12375,2023-08-31,Canvas Sneakers,Clothing,1,59.31,CUST0192
INV12590,2023-08-31,Bamboo Toothbrush 4pk,Beauty & Health,1,9.48,CUST0359
INV12880,2023-08-31,Running Socks 6pk,Clothing,1,15.44,CUST0050
INV13033,2023-08-31,Wireless Earbuds Pro,Electronics,1,51.09,CUST0308
INV13348,2023-08-31,Ceramic Coffee Mug,Home & Kitchen,1,13.76,CUST0319
INV13767,2023-08-31,Mechanical Keyboard TKL,Electronics,3,261.75,CUST0405
INV10425,2023-09-01,Natural Face Moisturizer,Beauty & Health,1,20.08,CUST0183
INV11013,2023-09-01,Smart Plug WiFi,Electronics,2,36.04,CUST0060
INV12776,2023-09-01,Smart Plug WiFi,Electronics,1,21.42,CUST0249
INV13400,2023-09-01,Facial Sunscreen SPF50,Beauty & Health,2,30.64,CUST0426
INV13678,2023-09-01,Lip Balm SPF15 3pk,Beauty & Health,1,8.44,CUST0292
INV13839,2023-09-01,Essential Oil Diffuser,Beauty & Health,1,30.99,CUST0042
INV11105,2023-09-02,Bamboo Toothbrush 4pk,Beauty & Health,1,9.43,CUST0085
INV12734,2023-09-02,Vitamin D3 Supplements,Beauty & Health,1,12.82,CUST0076
INV14170,2023-09-02,Portable Charger 20000mAh,Electronics,2,54.06,CUST0005
INV14172,2023-09-02,Vitamin C Serum 30ml,Beauty & Health,1,26.4,CUST0414
INV14627,2023-09-02,Classic Cotton T-Shirt,Clothing,1,19.77,CUST0380
INV12622,2023-09-03,Stapler Heavy Duty,Office Supplies,2,35.58,CUST0243
INV12885,2023-09-03,Sticky Notes Pack 12,Office Supplies,2,17.32,CUST0255
INV14257,2023-09-03,LED Desk Lamp Smart,Electronics,5,210.05,CUST0390
INV14334,2023-09-03,Bluetooth Speaker Mini,Electronics,2,79.02,CUST0185
INV11867,2023-09-04,Whiteboard Markers 8pk,Office Supplies,1,10.84,CUST0182
INV10184,2023-09-05,Digital Kitchen Scale,Home & Kitchen,1,20.03,CUST0151
INV10198,2023-09-05,Sport Shorts,Clothing,2,53.22,CUST0044
INV11384,2023-09-05,Bluetooth Speaker Mini,Electronics,2,85.32,CUST0108
INV12597,2023-09-05,Essential Oil Diffuser,Beauty & Health,3,89.49,CUST0463
INV13176,2023-09-05,Mechanical Keyboard TKL,Electronics,4,326.48,CUST0298
INV13708,2023-09-05,Wool Beanie Hat,Clothing,3,57.45,CUST0257
INV13726,2023-09-05,File Folders 100pk,Office Supplies,3,55.2,CUST0359
INV13807,2023-09-05,Classic Cotton T-Shirt,Clothing,2,38.66,CUST0471
INV14010,2023-09-05,Mechanical Keyboard TKL,Electronics,2,172.96,CUST0221
INV10120,2023-09-06,Stainless Steel Water Bottle,Home & Kitchen,1,23.26,CUST0489
INV11265,2023-09-06,Scissors Stainless Steel,Office Supplies,4,32.88,CUST0043
INV12029,2023-09-06,Bluetooth Speaker Mini,Electronics,1,41.94,CUST0325
INV12245,2023-09-06,Stapler Heavy Duty,Office Supplies,1,16.17,CUST0356
INV12329,2023-09-06,Non-Stick Frying Pan 28cm,Home & Kitchen,10,367.4,CUST0160
INV12956,2023-09-06,Whiteboard Markers 8pk,Office Supplies,1,10.78,CUST0282
INV13130,2023-09-06,Webcam 1080p HD,Electronics,1,59.21,CUST0270
INV14060,2023-09-06,Vitamin D3 Supplements,Beauty & Health,2,25.86,CUST0492
INV10081,2023-09-07,File Folders 100pk,Office Supplies,1,20.46,CUST0478
INV10558,2023-09-07,Scissors Stainless Steel,Office Supplies,2,15.18,CUST0002
INV10666,2023-09-07,Vitamin D3 Supplements,Beauty & Health,1,15.26,CUST0276
INV10756,2023-09-07,Webcam 1080p HD,Electronics,1,60.49,CUST0234
INV10821,2023-09-07,Stainless Steel Water Bottle,Home & Kitchen,1,24.99,CUST0206
INV11188,2023-09-07,Running Socks 6pk,Clothing,2,27.26,CUST0073
INV11897,2023-09-07,Ceramic Coffee Mug,Home & Kitchen,2,26.72,CUST0495
INV13976,2023-09-07,Vitamin D3 Supplements,Beauty & Health,1,14.85,CUST0153
INV10857,2023-09-08,Essential Oil Diffuser,Beauty & Health,1,32.37,CUST0421
INV11194,2023-09-08,Hooded Sweatshirt,Clothing,3,128.1,CUST0254
INV12386,2023-09-08,Wool Beanie Hat,Clothing,1,17.55,CUST0026
INV12795,2023-09-08,Stainless Steel Water Bottle,Home & Kitchen,1,22.45,CUST0472
INV13465,2023-09-09,Whiteboard Markers 8pk,Office Supplies,1,10.58,CUST0499
INV14374,2023-09-09,Scissors Stainless Steel,Office Supplies,2,14.0,CUST0240
INV14781,2023-09-09,Zip-Up Fleece Jacket,Clothing,2,153.82,CUST0434
INV14866,2023-09-09,Vitamin C Serum 30ml,Beauty & Health,3,81.42,CUST0210
INV10873,2023-09-10,Essential Oil Diffuser,Beauty & Health,1,33.72,CUST0263
INV11005,2023-09-10,Essential Oil Diffuser,Beauty & Health,4,126.32,CUST0212
INV11514,2023-09-10,Facial Sunscreen SPF50,Beauty & Health,2,35.18,CUST0242
INV13486,2023-09-10,Scissors Stainless Steel,Office Supplies,3,24.24,CUST0165
INV14993,2023-09-10,Stainless Steel Water Bottle,Home & Kitchen,3,75.33,CUST0228
INV10311,2023-09-11,Classic Cotton T-Shirt,Clothing,2,43.08,CUST0167
INV11054,2023-09-11,Lip Balm SPF15 3pk,Beauty & Health,1,7.32,CUST0135
INV11588,2023-09-11,Vitamin D3 Supplements,Beauty & Health,10,132.3,CUST0306
INV12665,2023-09-11,Portable Charger 20000mAh,Electronics,1,28.08,CUST0473
INV13562,2023-09-11,Hooded Sweatshirt,Clothing,1,48.05,CUST0343
INV10633,2023-09-13,Slim Fit Chinos,Clothing,2,105.16,CUST0253
INV11839,2023-09-13,Scissors Stainless Steel,Office Supplies,3,24.03,CUST0011
INV10739,2023-09-14,Whiteboard Markers 8pk,Office Supplies,3,32.52,CUST0050
INV11775,2023-09-14,Glass Storage Containers 5pk,Home & Kitchen,1,25.54,CUST0024
INV12547,2023-09-14,LED Desk Lamp Smart,Electronics,2,85.84,CUST0034
INV13183,2023-09-14,Bamboo Cutting Board,Home & Kitchen,2,43.8,CUST0251
INV13491,2023-09-14,Sticky Notes Pack 12,Office Supplies,1,8.29,CUST0122
INV14364,2023-09-14,Glass Storage Containers 5pk,Home & Kitchen,2,59.86,CUST0361
INV14771,2023-09-14,Whiteboard Markers 8pk,Office Supplies,3,35.7,CUST0409
INV10763,2023-09-15,Hooded Sweatshirt,Clothing,2,96.62,CUST0463
INV11466,2023-09-15,Sport Shorts,Clothing,3,82.02,CUST0242
INV13080,2023-09-15,USB-C Hub 7-in-1,Electronics,2,68.72,CUST0063
INV14797,2023-09-15,Wireless Earbuds Pro,Electronics,2,101.46,CUST0425
INV10274,2023-09-16,USB-C Hub 7-in-1,Electronics,1,36.11,CUST0013
INV13231,2023-09-16,Portable Charger 20000mAh,Electronics,2,56.34,CUST0265
INV13754,2023-09-16,Bamboo Cutting Board,Home & Kitchen,1,21.99,CUST0141
INV14804,2023-09-16,Bamboo Cutting Board,Home & Kitchen,2,46.02,CUST0433
INV10314,2023-09-17,Slim Fit Chinos,Clothing,1,47.42,CUST0088
INV11404,2023-09-17,Vitamin D3 Supplements,Beauty & Health,2,26.5,CUST0021
INV14698,2023-09-17,Natural Face Moisturizer,Beauty & Health,2,40.24,CUST0198
INV14959,2023-09-17,Glass Storage Containers 5pk,Home & Kitchen,1,29.71,CUST0193
INV10305,2023-09-18,Wool Beanie Hat,Clothing,1,17.5,CUST0109
INV10408,2023-09-18,Ballpoint Pens 50pk,Office Supplies,1,12.74,CUST0356
INV10540,2023-09-18,Desk Organizer Bamboo,Office Supplies,1,27.24,CUST0111
INV10661,2023-09-18,Running Socks 6pk,Clothing,1,13.82,CUST0076
INV10949,2023-09-18,Bamboo Toothbrush 4pk,Beauty & Health,1,9.61,CUST0386
INV14916,2023-09-18,Digital Kitchen Scale,Home & Kitchen,4,69.52,CUST0150
INV10557,2023-09-19,French Press Coffee Maker,Home & Kitchen,2,64.8,CUST0359
INV10849,2023-09-19,Wireless Earbuds Pro,Electronics,1,47.19,CUST0134
INV10957,2023-09-19,Bamboo Cutting Board,Home & Kitchen,2,47.4,CUST0461
INV13525,2023-09-19,Silicone Spatula Set 3pk,Home & Kitchen,3,32.85,CUST0016
INV14435,2023-09-19,Desk Organizer Bamboo,Office Supplies,1,22.5,CUST0225
INV14661,2023-09-19,Silicone Spatula Set 3pk,Home & Kitchen,1,10.45,CUST0172
INV11132,2023-09-20,Bluetooth Speaker Mini,Electronics,3,119.28,CUST0134
INV11774,2023-09-20,Scissors Stainless Steel,Office Supplies,2,14.36,CUST0188
INV12533,2023-09-20,Hooded Sweatshirt,Clothing,1,46.62,CUST0372
INV12857,2023-09-20,Bamboo Toothbrush 4pk,Beauty & Health,1,8.25,CUST0106
INV14186,2023-09-20,Slim Fit Chinos,Clothing,10,523.6,CUST0002
INV10103,2023-09-21,Bamboo Toothbrush 4pk,Beauty & Health,1,9.44,CUST0110
INV10851,2023-09-21,Ceramic Coffee Mug,Home & Kitchen,2,28.32,CUST0472
INV11915,2023-09-21,Stainless Steel Water Bottle,Home & Kitchen,2,41.54,CUST0031
INV12660,2023-09-21,Natural Face Moisturizer,Beauty & Health,3,54.09,CUST0201
INV12837,2023-09-21,Stainless Steel Water Bottle,Home & Kitchen,3,71.79,CUST0203
INV13509,2023-09-21,Ceramic Coffee Mug,Home & Kitchen,2,24.86,CUST0155
INV10416,2023-09-22,Lip Balm SPF15 3pk,Beauty & Health,2,15.3,CUST0103
